"   ","REFORMAT_JOB","UPDATE_JOB","PART_SUPPLIER_NUMBER","PART_SUPPLIER_COUNTRY_ABBR","PART_SUPPLIER_ABBR","JOB_PARM","FORMAT_PART_SUPPLIER_NUMBER","FORMAT_COUNTRY_ABBR","REVERSE_SUPER_JOB_PARM","PACKAGE_NAME_1","PACKAGE_NAME_2","PRICE_FACTOR","JOB_STATUS_INDICATOR","JOB_STEP_DESCRIPTION","REFORMAT_SHELL_NAME","REFORMAT_JOB_START_DATE","REFORMAT_JOB_END_DATE","UPDATE_SHELL_NAME","UPDATE_JOB_START_DATE","UPDATE_JOB_END_DATE","LAST_UPDATE_DATE","LAST_UPDATE_USER","PRICE_DECIMAL_COUNT","PRICE_ZERO_OK_FLAG","DUPLICATE_PARTS_EXPECTED_FLAG","REFORMAT_BUILDS_RTRANS_FLAG","OBSOLETE_JOB_FLAG","PREPROCESS_SCRIPT_NAME","VALIDATE_SUPERSESSIONS_FLAG","SOURCE_FILE_FREQUENCY","SOURCE_FILE_STATUS","REVERSE_SUPER_OLD_PRICE_IND","REVERSE_SUPER_OLD_SUPER_IND","REVERSE_SUPER_NEW_PRICE_IND","REVERSE_SUPER_BOTH_PRICE_IND","REVERSE_SUPER_NO_PRICE_IND","REVERSE_SUPER_RUN_IND","EFFECTIVE_DATE","REPLACEMENT_RUN_FLAG","RUN_TYPE_INDICATOR","NAGS_TYPE","LOOKUP_FORMAT_FLAG","HIST_SUPER_RECEIVED_FLAG","ASSEMBLY_SUPPLIED_FLAG","COMPONENT_SUPPLIED_FLAG","SUPER_SUPPLIED_FLAG","DISC_SUPPLIED_FLAG","PRICE_SUPPLIED_FLAG","ASSEMBLY_GENERATED_FLAG","ASSEMBLY_PROCESSED_FLAG","ASSEMBLY_NOTES","COMPONENT_GENERATED_FLAG","COMPONENT_PROCESSED_FLAG","COMPONENT_NOTES","SUPER_GENERATED_FLAG","SUPER_PROCESSED_FLAG","SUPER_NOTES","DISC_GENERATED_FLAG","DISC_PROCESSED_FLAG","DISC_NOTES","PRICE_GENERATED_FLAG","PRICE_PROCESSED_FLAG","PRICE_NOTES","DATA_SUPPLIED_BY","EFFECTIVE_DATE_SOURCE_NOTES","FILE_EXPECTED_DELIVERY_NOTES","ORIGINAL_FILE_DELIVERY","FILE_NOTIFICATION_NOTES","AB_REFORMAT_JOB_PATH","AB_UPDATE_JOB_PATH","EFFECTIVE_DATE_PATTERN","IS_ACTIVE_FROM_AUTOMATION_FLAG","PREPROCESSOR_JOB","REFORMAT_JOB_ITERATIONS","UPDATE_JOB_ITERATIONS","AB_PREPROCESSOR_JOB_PATH"
"116","mptr840","mptr841","790","US","TSEM","zmpt841a","790","US","","pkg_oem_ref_047","","0","P","Step999R Reformat Job Complete","","3/29/2024 6:38:19 AM","3/29/2024 6:38:50 AM","","2/23/2024 6:23:21 PM","2/23/2024 6:23:36 PM","3/29/2024 6:38:50 AM","RACEJOB","2","Y","Y","N","N","","N","1","","","","","","","","3/29/2024","N","O","N/A     ","N","N","N","N","N","N","Y","N","N","","N","N","","N","N","","N","N","","N","Y","","Tesla","date of file arrival","Every Monday","EXTERNAL FTP SERVER","No notification. Tesla stages Semi Truck Zip File on their server weekly.","","","","","","","",""
"117","mptr800","mptr801","717","US","TRP","zmpt801a","717","US","","pkg_oem_ref_717","","0","C","mptr801  Supersession Validation Complete","","3/20/2024 5:42:03 AM","3/20/2024 5:42:32 AM","","3/21/2024 1:00:06 AM","3/21/2024 1:00:18 AM","3/21/2024 1:00:18 AM","RACEJOB","0","N","N","N","N","","N","3","","","","","","","","3/15/2024","N","O","N/A     ","N","N","N","N","N","N","Y","N","N","","N","N","","N","N","No Supersessions","N","N","Discontinued parts are dropped from file.","N","Y","","PACCAR","date of file arrival","15th","MITCHELL FTP SERVER","RACEDataOps FTP Report","","","","","","","",""
"118","mptr772","mptr773","718","CA","FNTR","zmpt773a","718","US","","pkg_oem_ref_718","","0","C","mptr773  Supersession Validation Complete","","3/25/2024 9:27:38 AM","3/25/2024 9:30:08 AM","","3/26/2024 2:51:40 AM","3/26/2024 2:51:54 AM","3/26/2024 2:51:54 AM","RACEJOB","0","N","Y","N","N","","N","1","","","","","","","","3/25/2024","N","O","N/A     ","N","N","N","N","N","N","Y","N","N","","N","N","","N","N","No Supersessions","N","N","Discontinued parts are dropped from file.","N","Y","","Frontier Truck Parts","date of file","File is staged on their server (unknown frequency). Use file from Monday prior to extract weekend.","EXTERNAL FTP SERVER","","","","","","","","",""
"119","mptr770","mptr771","718","US","FNTR","zmpt771a","718","US","","pkg_oem_ref_718","","0","C","mptr771  Supersession Validation Complete","","3/25/2024 9:24:16 AM","3/25/2024 9:26:48 AM","","3/26/2024 2:51:24 AM","3/26/2024 2:51:37 AM","3/26/2024 2:51:37 AM","RACEJOB","0","N","Y","N","N","","N","1","","","","","","","","3/25/2024","N","O","N/A     ","N","N","N","N","N","N","Y","N","N","","N","N","","N","N","No Supersessions","N","N","Discontinued parts are dropped from file.","N","Y","","Frontier Truck Parts","date of file","File is staged on their server (unknown frequency). Use file from Monday prior to extract weekend.","EXTERNAL FTP SERVER","","","","","","","","",""
"120","mptr475","mptr476","082","CA","RIVI","zmpt476a","082","US","","pkg_oem_ref_082","","0","C","mptr476  Supersession Validation Complete","","7/10/2024 3:00:24 PM","7/10/2024 3:00:24 PM","","7/10/2024 3:00:33 PM","7/10/2024 3:00:45 PM","7/10/2024 3:00:45 PM","RACEJOB","0","Y","N","Y","N","","N","1","","","","","","","","7/1/2024","N","O","N/A     ","N","Y","Y","N","Y","Y","Y","N","Y","WHERE multiple parts found in NEW_PART_NUMBER field (pipe-delimited)","N","N","","N","Y","WHERE only 1 part noted in NEW_PART_NUMBER field","N","Y","INACTIVE part_status","N","Y","","RIVIAN","Use date in filename (e.g. Rivian_CANADA.10.1.23.csv); usually 1st of next month. If necessary, open and check date in 1st column of file.","between 20th and 25th","OEM SHAREPOINT SITE","OEM sends email. RACEDataOps picks up zip file from OEM Sharepoint site. Unzip and place Rivian_CANADA.csv on NT.","","","","","","","",""
"121","mptr855","mptr856","713","CA","JONE","zmpt856a","713","US","","pkg_oem_ref_713","","0","C","mptr856  Supersession Validation Complete","","1/4/2024 10:53:07 AM","1/4/2024 10:53:08 AM","","1/5/2024 12:13:02 AM","1/5/2024 12:13:16 AM","1/5/2024 12:13:16 AM","RACEJOB","0","N","N","N","N","","N","6","","","","","","","","1/1/2024","N","O","N/A     ","N","N","N","N","N","N","Y","N","N","","N","N","","N","N","No Supersessions","N","N","Discontinued parts are dropped from file.","N","Y","","Jones Performance Parts","Noted in Email","","EMAIL ATTACHMENT","Email notification with effective date and files attached","","","","","","","",""
"122","mptr100","mptr101","018","US","ALFC","zmpt101a","018","US","","pkg_oem_ref_026","","0","C","mptr101  Supersession Validation Complete","mptr100.ksh","3/25/2024 10:31:40 AM","3/25/2024 10:31:41 AM","mptr101.ksh","3/26/2024 2:02:14 AM","3/26/2024 2:03:45 AM","9/16/2025 11:58:55 PM","RACE","2","Y","Y","Y","N","","N","1","","","","","","","","4/1/2024","N","O","N/A     ","N","Y","Y","Y","Y","Y","Y","N","Y","","N","Y","","N","Y","","N","Y","","N","Y","","US Chrysler Corporation","1st of next month","23rd - 25th","MITCHELL FTP SERVER","Email notification from CHRYSLER.PARTS.PRICING@CHRYSLER.COM with effective date from Chrysler.  Separate email for US and Canada. (MX included with US.) Suggested procedure is to wait for both emails and then process all six files at same time for ALFC, CHR, and FIAC.  File was at EBMX but as of 4/2022 they are FTPing file to Mitchell. Email  subject like ""PRICE BOOK EFFECTIVE:2022-04-01"".  Suggested procedure is to wait for both emails and then process all six files at same time.","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_US_ALFA_ROMEO_reformatAndUpdate/oem_us_alfa_romeo_reformat_mptr100","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_US_ALFA_ROMEO_reformatAndUpdate/oem_us_alfa_romeo_update_mptr101","1st of current month","Y","","10","10",""
"123","mptr810","mptr811","703","US","BFIT","zmpt811a","703","US","","pkg_oem_ref_703","","0","C","mptr811  Supersession Validation Complete","","3/28/2024 6:40:46 AM","3/28/2024 6:41:09 AM","","3/29/2024 2:16:44 AM","3/29/2024 2:17:03 AM","9/16/2025 11:58:55 PM","RACE","2","N","N","N","N","","N","1","","","","","","","","3/28/2024","N","O","N/A     ","N","N","N","N","N","N","Y","N","N","","N","N","","N","N","No Supersessions","N","N","Discontinued parts are dropped from file.","N","Y","","Best Fit Truck Parts","date of file arrival","Daily Delivery, but process week of extract","MITCHELL FTP SERVER","","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_US_BESTFIT_reformatAndUpdate/oem_us_bestfit_reformat_mptr810","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_US_BESTFIT_reformatAndUpdate/oem_us_bestfit_update_mptr811","date of file arrival","Y","","10","10",""
"124","mptr830","mptr831","716","US","TSHR","zmpt831a","716","US","","pkg_oem_ref_716","","0","C","mptr831  Supersession Validation Complete","","3/14/2024 8:58:52 AM","3/14/2024 8:59:24 AM","","3/15/2024 12:28:13 AM","3/15/2024 12:28:26 AM","3/15/2024 12:28:26 AM","RACEJOB","2","Y","Y","N","N","","N","1","","","","","","","","3/14/2024","N","O","N/A     ","N","N","N","N","N","N","Y","N","N","","N","N","","N","N","No Supersessions","N","N","Discontinued parts are dropped from file.","N","Y","","Truck Shrouds, LLC.","date of file arrival","15th","MITCHELL FTP SERVER","Email notification that file has been placed on our server. Also, RACEDataOps FTP Report.","","","","","","","",""
"125","mptr799","mptr799","717","US","TRP","","717","US","","Copy File to NT for Editors","","0","R","Step020R oem_ref_mptr799_ftp_trp_source_file","","3/15/2023 5:50:50 AM","","","","","3/18/2024 9:56:05 AM","RACEJOB","0","Y","Y","N","N","","N","3","","","","","","","","","N","O","N/A","N","N","N","N","N","N","Y","N","N","","N","N","","N","N","","N","N","","N","N","","PACCAR","date of file arrival","Quarterly","MITCHELL FTP SERVER","Email notification that file has been placed on our server. Also, RACEDataOps FTP Report.","","","","","","","",""
"126","mptr270","mptr271","082","US","RIVI","zmpt271a","082","US","","pkg_oem_ref_082","","0","C","mptr271  Supersession Validation Complete","","7/10/2024 2:46:04 PM","7/10/2024 2:46:04 PM","","7/10/2024 2:46:12 PM","7/10/2024 2:46:25 PM","7/10/2024 2:46:25 PM","RACEJOB","0","Y","N","Y","N","","N","1","","","","","","","","7/1/2024","N","O","N/A     ","N","Y","Y","N","Y","Y","Y","N","Y","WHERE multiple parts found in NEW_PART_NUMBER field (pipe-delimited)
","N","N","","N","Y","WHERE only 1 part noted in NEW_PART_NUMBER field","N","Y","INACTIVE part_status","N","Y","","RIVIAN","Use date in filename (e.g. Rivian_USA.10.1.23.csv); usually 1st of next month. If necessary, open and check date in 1st column of file.","between 20th and 25th","OEM SHAREPOINT SITE","OEM sends email. RACEDataOps picks up zip file. Unzip and place Rivian_USA.csv on NT.","","","","","","","",""
"127","mptr249","mptr249","250","US","HDM","","250","US","","FTP Files for mptr250 setup","","0","R","Step010R oem_ref_mptr249_ftp_hdmus_source_file","","1/18/2023 3:24:11 PM","","","","","8/11/2026 1:41:29 PM","RACEJOB","0","Y","Y","N","N","","N","1","","","","","","","","","N","O","N/A","N","N","N","N","Y","Y","Y","N","N","","N","N","","N","N","","N","N","","N","N","","Harley Davidson","Noted in Email","2nd - 7th","EMAIL ATTACHMENT","Email notification from Doehrmann, Corey <Corey.Doehrmann@harley-davidson.com> to production.control.oem.  Zipped file attached and renamed to hdmus.zip.  Email with effective Month, Day, Year.","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_US_HARLEY_MOTORCYCLE_reformatAndUpdate/oem_us_harley_motorcycle_prestep_mptr249","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_US_HARLEY_MOTORCYCLE_reformatAndUpdate/oem_us_harley_motorcycle_prestep_mptr249","Noted in Email","Y","mptr249","10","10",""
"128","mptr832","mptr833","716","CA","TSHR","zmpt833a","716","US","","pkg_oem_ref_716","","0","C","mptr833  Supersession Validation Complete","","3/14/2024 9:00:28 AM","3/14/2024 9:00:59 AM","","3/15/2024 12:28:30 AM","3/15/2024 12:28:41 AM","3/15/2024 12:28:41 AM","RACEJOB","2","Y","Y","N","N","","N","1","","","","","","","","3/14/2024","N","O","N/A     ","N","N","N","N","N","N","Y","N","N","","N","N","","N","N","No Supersessions","N","N","Discontinued parts are dropped from file.","N","Y","","Truck Shrouds, LLC.","date of file arrival","15th","MITCHELL FTP SERVER","Email notification that file has been placed on our server. Also, RACEDataOps FTP Report.","","","","","","","",""
"129","xptr100","xptr101","018","MX","ALFC","zxpt101a","018","US","","pkg_oem_ref_026","","19.9301","C","xptr101  Supersession Validation Complete","xptr100.ksh","3/25/2024 10:33:11 AM","3/25/2024 10:34:56 AM","xptr101.ksh","3/26/2024 2:03:48 AM","3/26/2024 2:05:13 AM","9/16/2025 11:58:55 PM","RACE","2","Y","Y","Y","N","","N","1","","","","","","","","4/1/2024","N","O","N/A     ","N","Y","Y","Y","Y","Y","Y","N","Y","","N","Y","","N","Y","","N","Y","","N","Y","","** Uses same data as US Alfa Romeo - Chrysler","1st of next month","23rd - 25th","MITCHELL FTP SERVER","See US ALFC","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_MEXICO_ALFA_ROMEO_reformatAndUpdate/oem_mexico_alfa_romeo_reformat_xptr101","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_MEXICO_ALFA_ROMEO_reformatAndUpdate/oem_mexico_alfa_romeo_update_xptr101","1st of next month","Y","","10","10",""
"130","mptr300","mptr301","090","US","TES","zmpt301a","090","US","","pkg_oem_ref_047","","0","A","Step010R oem_job_datafile_prep.ksh","mptr300.ksh","8/11/2026 4:24:27 PM","8/11/2026 4:24:28 PM","mptr301.ksh","6/2/2026 11:45:51 AM","6/2/2026 5:04:02 PM","8/11/2026 4:24:28 PM","RACEJOB","2","Y","Y","Y","N","","N","1","","","","","","","","7/1/2026","N","O","N/A     ","N","N","Y","N","Y","N","Y","Y","Y","Atrans generated from Ntrans (Reason = 1) where same part supersedes to multiple parts. Atrans also created from Reason Code 2,3 and 4 recs where new part only is priced.","N","N","","N","Y","Reason code 1 supers where new part is priced are built as Ntrans; others are built as Atrans. Supers are not country specific.","Y","Y","","N","Y","File contains prices for multiple countries. Xtab definition selects only US country_code recs.","Tesla","date of file arrival","Every Monday","EXTERNAL FTP SERVER","No notification. Tesla stages Zip File on their server weekly.","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_US_TESLA_reformatAndUpdate/oem_us_tesla_reformat_mptr300","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_US_TESLA_reformatAndUpdate/oem_us_tesla_update_mptr301","date of file arrival","Y","mptr299","10","10","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_US_TESLA_reformatAndUpdate/oem_us_tesla_reformat_prestep_mptr299
"
"131","mptr720","mptr721","090","CA","TES","zmpt721a","090","US","","pkg_oem_ref_047","","0","C","mptr721  Supersession Validation Complete","mptr720.ksh","9/15/2025 1:16:25 PM","9/15/2025 1:16:38 PM","mptr721.ksh","9/15/2025 1:18:42 PM","9/15/2025 1:19:32 PM","9/16/2025 11:58:55 PM","RACE","2","Y","Y","Y","N","","N","1","","","","","","","","9/1/2025","N","O","N/A     ","N","N","Y","N","Y","N","Y","Y","Y","Atrans generated from Ntrans (Reason = 1) where same part supersedes to multiple parts. Atrans also created from Reason Code 2,3 and 4 recs where new part only is priced.","N","N","","N","Y","Reason code 1 supers where new part is priced are built as Ntrans; others are built as Atrans. Supers are not country specific.","Y","Y","","N","Y","File contains prices for multiple countries. Xtab definition selects only CA country_code recs.","Tesla","date of file","Every Friday/Monday","EXTERNAL FTP SERVER","No notification. Tesla stages Zip File on their server weekly (usually on Fridays early morning PST).","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_CANADA_TESLA_reformatAndUpdate/oem_canada_tesla_reformat_mptr720","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_CANADA_TESLA_reformatAndUpdate/oem_canada_tesla_update_mptr721","date of file arrival","Y","","10","10",""
"132","mptr829","mptr829","716","US","TSHR","","716","US","","SFTP US File to NT for Editors","","0","R","Step020R oem_ref_mptr819_ftp_lkqt_source_file","","2/17/2023 5:09:32 AM","","","","","3/14/2024 8:58:12 AM","RACEJOB","2","Y","Y","N","N","","N","1","","","","","","","","","N","O","N/A","N","N","N","N","N","N","Y","N","N","","N","N","","N","N","","N","N","","N","N","","Truck Shrouds, LLC.","date of file arrival","15th","MITCHELL FTP SERVER","Email notification that file has been placed on our server. Also, RACEDataOps FTP Report.","","","","","","","",""
"133","mptr809","mptr809","703","US","BFIT","","703","US","","FTP Files for mptr810 setup","","0","R","Step020R oem_ref_mptr809_ftp_bestfit_source_file","","7/23/2021 1:02:15 PM","","","","","9/16/2025 11:55:23 PM","RACE","2","N","N","N","N","","N","1","","","","","","","","","N","O","N/A","N","N","N","N","N","N","Y","N","N","","N","N","","N","N","","N","N","Discontinued parts are dropped from file.","N","N","","Best Fit Truck Parts","date of file arrival","Daily Delivery, but process week of extract","MITCHELL FTP SERVER","File delivery noted in RACEDataOps FTP Report called Mitchell_BestFit_Parts_Files.zip.","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_US_BESTFIT_reformatAndUpdate/oem_us_bestfit_SFTP_transfer_prestep_mptr809","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_US_BESTFIT_reformatAndUpdate/oem_us_bestfit_SFTP_transfer_prestep_mptr809","date of file arrival","Y","mptr809","10","10","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_US_BESTFIT_reformatAndUpdate/oem_us_bestfit_prestep_mptr809
"
"134","mptr860","mptr861","703","CA","BFIT","zmpt861a","703","US","","pkg_oem_ref_703","","0","C","mptr861  Supersession Validation Complete","","3/28/2024 6:43:53 AM","3/28/2024 6:44:15 AM","","3/29/2024 2:17:06 AM","3/29/2024 2:17:24 AM","9/16/2025 11:58:55 PM","RACE","2","N","N","N","N","","N","1","","","","","","","","3/28/2024","N","O","N/A     ","N","N","N","N","N","N","Y","N","N","","N","N","","N","N","No Supersessions","N","N","Discontinued parts are dropped from file.","N","Y","","Best Fit Truck Parts","date of file arrival","Daily Delivery, but process week of extract","MITCHELL FTP SERVER","File delivery noted in RACEDataOps FTP Report called Mitchell_BestFit_Parts_Files.zip.","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_CANADA_BESTFIT_reformatAndUpdate/oem_ca_bestfit_reformat_mptr860","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_CANADA_BESTFIT_reformatAndUpdate/oem_ca_bestfit_update_mptr861","date of file arrival","Y","","10","10",""
"135","mptr819","mptr819","710","US","LKQT","","710","US","","FTP Files for mptr820 setup","","0","R","Step020R oem_ref_mptr819_ftp_lkqt_source_file","","5/11/2023 12:06:02 PM","","","","","9/16/2025 11:58:55 PM","RACE","2","N","Y","N","N","","N","6","","","","","","","","","N","O","N/A","N","N","N","N","N","N","Y","N","N","","N","N","","N","N","","N","N","Discontinued parts are dropped from file.","N","N","","LKQ Corporation","date of file arrival","","MITCHELL FTP SERVER","","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_US_LKQT_reformatAndUpdate/oem_us_lkqt_reformat_ mptr819-Pre-processor","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_US_LKQT_reformatAndUpdate/oem_us_lkqt_reformat_ mptr819-Pre-processor","date of file arrival","Y","mptr819","10","10",""
"136","mptr030","mptr031","084","US","VINF","zmpt031a","084","US","","pkg_oem_ref_084","","0","C","mptr031  Supersession Validation Complete","","9/5/2024 7:14:56 PM","9/5/2024 7:15:15 PM","","9/5/2024 7:17:44 PM","9/5/2024 7:17:53 PM","9/5/2024 7:17:53 PM","RACEJOB","0","Y","N","N","N","","N","1","","","","","","","","9/1/2024","N","O","N/A     ","N","N","N","N","N","N","Y","N","N","","N","N","","N","Y","","N","N","File contains disc_flag field but not valued. They drop disc parts from file.","N","Y","","VinFast","1st of the current month","First Monday of the Month","EMAIL ATTACHMENT","Email with file attachment","","","","","","","",""
"137","mptr630","mptr631","084","CA","VINF","zmpt631a","084","US","","pkg_oem_ref_084","","0","C","mptr631  Supersession Validation Complete","","9/5/2024 7:23:15 PM","9/5/2024 7:23:33 PM","","9/5/2024 7:25:09 PM","9/5/2024 7:25:17 PM","9/5/2024 7:25:17 PM","RACEJOB","0","Y","N","N","N","","N","1","","","","","","","","9/1/2024","N","O","N/A     ","N","N","N","N","N","N","Y","N","N","","N","N","","N","Y","","N","N","File contains disc_flag field but not valued. They drop disc parts from file.","N","Y","","VinFast","1st of the current month","First Monday of the Month","EMAIL ATTACHMENT","Email with file attachment","","","","","","","",""
"138","mptr090","mptr091","036","US","MBZ","zmpt091a","036","US","","pkg_oem_ref_018","","0","R","Step100R Backup External Table Flat Files","mptr090.ksh","6/17/2024 11:54:14 AM","","mptr091.ksh","3/28/2024 1:55:26 AM","3/28/2024 2:01:46 AM","9/16/2025 11:58:55 PM","RACE","2","Y","Y","Y","N","","N","1","","","","","","","","4/1/2024","N","O","CAR&TRK ","N","Y","Y","N","Y","N","Y","N","Y","New Part Number (c_code_material_part) contains the word MULTIPLE.","N","N","","N","Y","New Part Number is in c_code_material_part field.","N","N","","N","Y","Base parts are built from color-coded parts, where a base part has not been provided. Part Description is prefixed with (M-GEN BASE) to identify these.","Mercedes Benz of North America, Inc.","1st of next month","26th - 30th","MITCHELL FTP SERVER","Email notification from pricefile@mbusa.com to production.control.oem with effective date and was file uploaded to Mitchell; therefore should appear on RACEDataOps FTP Report.","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_US_MERCEDES_reformatAndUpdate/oem_us_mercedes_reformat_mptr090","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_US_MERCEDES_reformatAndUpdate/oem_us_mercedes_update_mptr091","1st of next month","Y","","10","10",""
"139","mptr299","mptr299","090","US","TES","","090","US","","FTP Files for mptr300 setup","","0","A","Step020R oem_ref_mptr299_ftp_tesla_source_file","","7/2/2026 1:08:40 PM","7/2/2026 1:08:41 PM","","","","7/2/2026 1:08:41 PM","RACEJOB","2","Y","Y","N","N","","N","1","","","","","","","","","N","O","N/A","N","N","N","N","Y","N","Y","N","N","","N","N","","N","N","Supersessions in separate file from Pricing","N","N","","N","N","","Tesla","date of file arrival","Every Friday/Monday","EXTERNAL FTP SERVER","No notification. Tesla stages Zip File on their server weekly (usually on Fridays early morning PST).","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_US_TESLA_reformatAndUpdate/oem_us_tesla_reformat_prestep_mptr299","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_US_TESLA_reformatAndUpdate/oem_us_tesla_reformat_prestep_mptr299","date of file arrival","Y","mptr299","10","10","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_US_TESLA_reformatAndUpdate/oem_us_tesla_reformat_prestep_mptr299
"
"140","xptr190","xptr191","000","MX","NAG","zxpt191a","000","US","","pkg_oem_ref_012","","19.9336","C","xptr191  Supersession Validation Complete","xptr190.ksh","1/8/2024 8:16:44 AM","1/8/2024 8:17:10 AM","xptr191.ksh","1/9/2024 12:41:47 AM","1/9/2024 12:42:27 AM","9/16/2025 11:58:55 PM","RACE","2","Y","N","N","N","","N","4","","","","","","","","1/8/2024","N","O","DOM&IMP ","N","N","N","N","N","N","Y","N","N","","N","N","","N","N","","N","N","","N","Y","","National Auto Glass Specifications, Inc.","1st of next month","","EMAIL ATTACHMENT","Email notification from NAGS team with attachment. Email also includes effective date. Files received 3x/year in Dec, Apr, Aug, (Effective Jan, May, Sep)","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_MEXICO_NAGS_reformatAndUpdate/oem_mexico_nags_reformat_xptr190","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_MEXICO_NAGS_reformatAndUpdate/oem_mexico_nags_update_xptr191","1st of next month","Y","","10","10",""
"141","xptr055","xptr056","014","MX","FIAC","zxpt056a","014","US","","pkg_oem_ref_026","","19.9301","C","xptr056  Supersession Validation Complete","xptr055.ksh","3/25/2024 10:56:06 AM","3/25/2024 10:58:08 AM","xptr056.ksh","3/26/2024 2:08:52 AM","3/26/2024 2:10:43 AM","9/16/2025 11:58:55 PM","RACE","2","Y","Y","Y","N","","N","1","","","","","","","","4/1/2024","N","O","N/A     ","N","Y","Y","Y","Y","Y","Y","N","Y","","N","Y","","N","Y","","N","Y","","N","Y","","** Uses same data as US Fiat","1st of next month","23rd - 25th","MITCHELL FTP SERVER","See US FIAC","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_MEXICO_FIAT_reformatAndUpdate/oem_mexico_fiat_reformat_xptr055","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_MEXICO_FIAT_reformatAndUpdate/oem_mexico_fiat_update_xptr056","1st of next month","Y","","10","10",""
"142","mptr075","mptr076","056","US","ISU","zmpt076a","056","US","mpt076e","pkg_oem_ref_040","","0","C","mptr076  Supersession Validation Complete","mptr075.ksh","3/20/2024 9:27:56 AM","3/20/2024 9:31:09 AM","mptr076.ksh","3/21/2024 1:11:27 AM","3/21/2024 1:14:24 AM","9/16/2025 11:58:55 PM","RACE","2","Y","N","N","N","","N","1","","R","R","B","D","B","U","4/1/2024","N","O","N/A     ","N","N","N","N","Y","N","Y","N","N","","N","N","","N","Y","","N","N","","N","Y","","Isuzu Motors America, LLC ","1st of next month","22nd - 28th","MITCHELL FTP SERVER","Email notification sent from Tom Ursano <Tom.Ursano@isza.com> to production.control.oem for US and CA notificatino.  Effective Month and Year is given; therfore should be on RACEDataOps FTP Report regarding file delivery.","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_US_ISUZU_reformatAndUpdate/oem_us_isuzu_reformat_mptr075","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_US_ISUZU_reformatAndUpdate/oem_us_isuzu_reformat_mptr075","1st of next month","Y","","10","10",""
"143","mptr510","mptr511","059","CA","SUZ","zmpt511a","059","US","mpt511e","pkg_oem_ref_031","","0","C","mptr511  Supersession Validation Complete","mptr510.ksh","1/17/2024 7:34:04 AM","1/17/2024 7:35:28 AM","mptr511.ksh","1/18/2024 12:41:41 AM","1/18/2024 12:43:39 AM","9/16/2025 11:58:55 PM","RACE","2","Y","N","N","N","","N","6","","R","R","B","D","B","U","1/16/2024","N","O","N/A     ","N","N","N","N","Y","Y","Y","N","N","","N","N","","N","Y","","N","Y","Historic discontinued parts are dropped from file. That said, there are still disc parts in file following the same disc logic as before.","N","Y","Price of zero represents part being discontinued.","Suzuki Canada Inc.","date of file","","OEM WEBSITE","Email notification from Suzuki Hub <noreply@suzukihub.ca> that pricing is available on their website. No effective date referenced in email. Use the date the file is dated.  (We maintain our contact info via their website. Suzuki then uses this contact info to send email notification when part price updates are available to download.)","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_CANADA_SUZUKI_reformatAndUpdate/oem_canada_suzuki_reformat_mptr510","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_CANADA_SUZUKI_reformatAndUpdate/oem_canada_suzuki_update_mptr511","1st of next month","Y","","10","10",""
